"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.231877613864903
"R_V1_ROI","R_V6_ROI",0.440540401447304
"R_V1_ROI","R_V2_ROI",0.380121640960256
"R_V1_ROI","R_V3_ROI",0.320939174591436
"R_V1_ROI","R_V4_ROI",0.178309440476349
"R_V1_ROI","R_V8_ROI",0.261009783728393
"R_V1_ROI","R_4_ROI",0.316613135199899
"R_V1_ROI","R_3b_ROI",0.428813551381602
"R_V1_ROI","R_FEF_ROI",0.155715838083196
"R_V1_ROI","R_PEF_ROI",0.12680100592315
"R_V1_ROI","R_55b_ROI",0.373177773178757
"R_V1_ROI","R_V3A_ROI",0.352314437609824
"R_V1_ROI","R_RSC_ROI",0.299842579129242
"R_V1_ROI","R_POS2_ROI",0.172326623747143
"R_V1_ROI","R_V7_ROI",0.164393061154231
"R_V1_ROI","R_IPS1_ROI",0.0576118458431585
"R_V1_ROI","R_FFC_ROI",0.400866487094597
"R_V1_ROI","R_V3B_ROI",0.555417532774663
"R_V1_ROI","R_LO1_ROI",0.163135779713578
"R_V1_ROI","R_LO2_ROI",0.346934467521271
"R_V1_ROI","R_PIT_ROI",0.263898875536733
"R_V1_ROI","R_MT_ROI",0.30540698424437
"R_V1_ROI","R_A1_ROI",0.0664639797936315
"R_V1_ROI","R_PSL_ROI",0.411605595849146
"R_V1_ROI","R_SFL_ROI",0.407890091535606
"R_V1_ROI","R_PCV_ROI",0.307408225125006
"R_V1_ROI","R_STV_ROI",0.270851324900643
"R_V1_ROI","R_7Pm_ROI",0.0171651655833444
"R_V1_ROI","R_7m_ROI",0.262520857065222
"R_V1_ROI","R_POS1_ROI",0.356935363074937
"R_V1_ROI","R_23d_ROI",0.351973107781944
"R_V1_ROI","R_v23ab_ROI",0.22121914728011
"R_V1_ROI","R_d23ab_ROI",0.201645897217529
"R_V1_ROI","R_31pv_ROI",0.340373165572013
"R_V1_ROI","R_5m_ROI",0.380293242952333
"R_V1_ROI","R_5mv_ROI",0.241121591129758
"R_V1_ROI","R_23c_ROI",0.374191445205114
"R_V1_ROI","R_5L_ROI",0.395998981876349
"R_V1_ROI","R_24dd_ROI",0.227325299332714
"R_V1_ROI","R_24dv_ROI",0.200588259390043
"R_V1_ROI","R_7AL_ROI",0.361286656287723
"R_V1_ROI","R_SCEF_ROI",0.372171291609653
"R_V1_ROI","R_6ma_ROI",0.262044277088584
"R_V1_ROI","R_7Am_ROI",0.473077983385534
"R_V1_ROI","R_7PL_ROI",0.19054497895451
"R_V1_ROI","R_7PC_ROI",0.438075653181617
"R_V1_ROI","R_LIPv_ROI",0.201121547468413
"R_V1_ROI","R_VIP_ROI",0.150055836079228
"R_V1_ROI","R_MIP_ROI",0.227685763566751
"R_V1_ROI","R_1_ROI",0.342361579432267
"R_V1_ROI","R_2_ROI",0.199490416539999
"R_V1_ROI","R_3a_ROI",0.379907032623205
"R_V1_ROI","R_6d_ROI",0.276874547770857
"R_V1_ROI","R_6mp_ROI",0.375538457826839
"R_V1_ROI","R_6v_ROI",0.544379756496681
"R_V1_ROI","R_p24pr_ROI",0.354791382828202
"R_V1_ROI","R_33pr_ROI",0.522704799260603
"R_V1_ROI","R_a24pr_ROI",0.389268981188714
"R_V1_ROI","R_p32pr_ROI",0.127277370449238
"R_V1_ROI","R_a24_ROI",0.254809087952167
"R_V1_ROI","R_d32_ROI",0.417847848194011
"R_V1_ROI","R_8BM_ROI",0.393322985170191
"R_V1_ROI","R_p32_ROI",0.096770768596792
"R_V1_ROI","R_10r_ROI",0.401236229423549
"R_V1_ROI","R_47m_ROI",0.241198044762945
