"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.228424183055462
"R_V1_ROI","R_V6_ROI",0.174594017739009
"R_V1_ROI","R_V2_ROI",0.25853232773851
"R_V1_ROI","R_V3_ROI",0.0743904359007254
"R_V1_ROI","R_V4_ROI",0.216685077636924
"R_V1_ROI","R_V8_ROI",0.349990049620492
"R_V1_ROI","R_4_ROI",0.239381940710538
"R_V1_ROI","R_3b_ROI",0.155428733725614
"R_V1_ROI","R_FEF_ROI",0.00529202327851283
"R_V1_ROI","R_PEF_ROI",0.200642636391871
"R_V1_ROI","R_55b_ROI",0.479503834138384
"R_V1_ROI","R_V3A_ROI",0.357636803675219
"R_V1_ROI","R_RSC_ROI",0.204103473305166
"R_V1_ROI","R_POS2_ROI",0.308438604505862
"R_V1_ROI","R_V7_ROI",0.116858052914866
"R_V1_ROI","R_IPS1_ROI",0.180456463523245
"R_V1_ROI","R_FFC_ROI",0.104651571132189
"R_V1_ROI","R_V3B_ROI",0.107204551976356
"R_V1_ROI","R_LO1_ROI",0.264622706918624
"R_V1_ROI","R_LO2_ROI",0.034547985582617
"R_V1_ROI","R_PIT_ROI",-0.0256474611129612
"R_V1_ROI","R_MT_ROI",0.157659511581072
"R_V1_ROI","R_A1_ROI",0.178999462386864
"R_V1_ROI","R_PSL_ROI",0.289101861144806
"R_V1_ROI","R_SFL_ROI",0.143794218409205
"R_V1_ROI","R_PCV_ROI",-0.00983763020774612
"R_V1_ROI","R_STV_ROI",0.250408141071418
"R_V1_ROI","R_7Pm_ROI",0.0771401780071862
"R_V1_ROI","R_7m_ROI",0.0869625267733971
"R_V1_ROI","R_POS1_ROI",0.0845401028010117
"R_V1_ROI","R_23d_ROI",0.147290582013456
"R_V1_ROI","R_v23ab_ROI",0.162081585041859
"R_V1_ROI","R_d23ab_ROI",0.224741943042439
"R_V1_ROI","R_31pv_ROI",0.202230451504692
"R_V1_ROI","R_5m_ROI",0.338338273571625
"R_V1_ROI","R_5mv_ROI",0.237813897899962
"R_V1_ROI","R_23c_ROI",0.417083483528872
"R_V1_ROI","R_5L_ROI",-0.0831889321891588
"R_V1_ROI","R_24dd_ROI",0.257030237095534
"R_V1_ROI","R_24dv_ROI",0.198091788091232
"R_V1_ROI","R_7AL_ROI",0.350807903665794
"R_V1_ROI","R_SCEF_ROI",0.278735602035858
"R_V1_ROI","R_6ma_ROI",-0.0671926480429119
"R_V1_ROI","R_7Am_ROI",0.353807303654291
"R_V1_ROI","R_7PL_ROI",0.0173246716014964
"R_V1_ROI","R_7PC_ROI",0.236645659401319
"R_V1_ROI","R_LIPv_ROI",0.000612244486118807
"R_V1_ROI","R_VIP_ROI",0.0500835717734358
"R_V1_ROI","R_MIP_ROI",0.151282689605727
"R_V1_ROI","R_1_ROI",0.177062672692745
"R_V1_ROI","R_2_ROI",0.136628724279983
"R_V1_ROI","R_3a_ROI",0.199227246176175
"R_V1_ROI","R_6d_ROI",0.0958766006377914
"R_V1_ROI","R_6mp_ROI",0.118379592577963
"R_V1_ROI","R_6v_ROI",0.268359553834086
"R_V1_ROI","R_p24pr_ROI",0.180202788091222
"R_V1_ROI","R_33pr_ROI",0.206340994217144
"R_V1_ROI","R_a24pr_ROI",-0.00502524687905735
"R_V1_ROI","R_p32pr_ROI",0.000907276480271635
"R_V1_ROI","R_a24_ROI",0.192663954913272
"R_V1_ROI","R_d32_ROI",0.220165292766083
"R_V1_ROI","R_8BM_ROI",0.313726843689068
"R_V1_ROI","R_p32_ROI",0.117658514883885
"R_V1_ROI","R_10r_ROI",0.0627485070398349
"R_V1_ROI","R_47m_ROI",0.0300166095212611
"R_V1_ROI","R_8Av_ROI",0.208042817567489
"R_V1_ROI","R_8Ad_ROI",0.190978161952111
"R_V1_ROI","R_9m_ROI",0.405583430141535
"R_V1_ROI","R_8BL_ROI",0.311231244867023
"R_V1_ROI","R_9p_ROI",0.263329521275628
"R_V1_ROI","R_10d_ROI",0.202790496174505
"R_V1_ROI","R_8C_ROI",0.232322770195859
"R_V1_ROI","R_44_ROI",0.144452624621172
"R_V1_ROI","R_45_ROI",0.195789023059342
"R_V1_ROI","R_47l_ROI",0.249249744666145
"R_V1_ROI","R_a47r_ROI",0.36295295022548
"R_V1_ROI","R_6r_ROI",0.148853905679987
"R_V1_ROI","R_IFJa_ROI",0.0714524154637451
"R_V1_ROI","R_IFJp_ROI",0.0127322457002364
"R_V1_ROI","R_IFSp_ROI",0.0513165777878584
"R_V1_ROI","R_IFSa_ROI",0.0128279935897149
"R_V1_ROI","R_p9-46v_ROI",0.10422633118863
"R_V1_ROI","R_46_ROI",-0.00272489298650968
"R_V1_ROI","R_a9-46v_ROI",-0.0334510542572776
"R_V1_ROI","R_9-46d_ROI",0.295165891938676
"R_V1_ROI","R_9a_ROI",0.289252547048399
"R_V1_ROI","R_10v_ROI",0.0457043268034401
"R_V1_ROI","R_a10p_ROI",0.0318851427479792
"R_V1_ROI","R_10pp_ROI",0.177980557238863
"R_V1_ROI","R_11l_ROI",0.0868055510278729
"R_V1_ROI","R_13l_ROI",0.0760184663654092
"R_V1_ROI","R_OFC_ROI",0.296317173214117
"R_V1_ROI","R_47s_ROI",0.514894169931326
"R_V1_ROI","R_LIPd_ROI",0.258923544602501
"R_V1_ROI","R_6a_ROI",0.0486868444603857
"R_V1_ROI","R_i6-8_ROI",0.105760214743501
"R_V1_ROI","R_s6-8_ROI",0.191763938804239
"R_V1_ROI","R_43_ROI",0.01012078645859
"R_V1_ROI","R_OP4_ROI",0.0459067875666899
"R_V1_ROI","R_OP1_ROI",0.0645636225655008
