1351.13,1352.51,1359.41,1361.08,1363.44,1354.3,1353.42,1348.82,1352.58,1349.81,1354.69,1355.27,1354.09,1353.46,1357.03,1360.27,1351.2,1345.64,1345.54,1351.88,1355.19,1357.44,1355.75,1353.73,1354.84,1355.49,1357.74,1356.26,1355.86,1359.81,1356.32,1359.46,1359.06,1353.67,1352.9,1352.54,1354.56,1357.72,1356.68,1352.45,1350.53,1352.33,1355.06,1351.12,1356.3,1357.09,1356.36,1356.9,1354.39,1357.42,1352.37,1348.78,1345.26,1346.7,1359.19,1365.45,1357.11,1355.63,1352.03,1353.4,1353.42,1355.24,1349.83,1350.81,1355.91,1358.22,1358.48,1359.51,1352.12,1352.85,1350.53,1352.17,1354.99,1351.79,1352.82,1354.4,1353.22,1353.84,1359.4,1357.68,1348.1,1355.15,1357.8,1351.67,1354.5,1354.59,1349.95,1355.5,1353.23,1353.95,1353.9,1355.3,1356.02,1357.91,1354.16,1351.17,1350.6,1354.47,1352.03,1353.78,1359.14,1352.85,1354.15,1355.9,1356.15,1356.64,1354.98,1355.43,1356.1,1356.03,1354.58,1350.52,1350.43,1353.57,1357.98,1358.49,1357.59
1489.32,1488.88,1499,1495.51,1496.96,1484.37,1490.71,1487.16,1486.71,1487.47,1491.66,1491.93,1490.88,1490.74,1493.54,1487.04,1490.22,1485.32,1483.54,1496.41,1498.35,1497.71,1489.48,1491.19,1490.94,1488.94,1488.08,1487.86,1497.82,1502.5,1496.33,1495.5,1489.64,1484.79,1484.97,1486.88,1490.94,1493.79,1490.03,1487.56,1490.34,1490.02,1490.16,1484.14,1489.79,1487.55,1495.88,1493.7,1494.5,1497.26,1495.37,1484.8,1484.49,1487.98,1499.99,1497.28,1493.01,1492.24,1489.41,1483.42,1486.99,1479.32,1484.78,1491.5,1493.38,1490.34,1496.26,1497.19,1489.18,1485.55,1487.14,1490.08,1492.12,1488.53,1490.45,1492.41,1493.34,1492.73,1495.19,1495.62,1492.06,1496.43,1498.34,1496,1483.55,1483.52,1484.19,1488.35,1487.81,1493.27,1494.98,1494.15,1496.81,1496.19,1495.72,1487.99,1495.14,1500.04,1493.09,1486.72,1487.33,1487.66,1488.37,1488.44,1491.4,1492.74,1483.06,1483.19,1489.93,1488.03,1483.92,1484.08,1488.87,1493.16,1496.3,1497.3,1499.86
1325.29,1328.13,1334.87,1331.03,1332.45,1322.66,1322.21,1324.13,1324.78,1324.24,1328.21,1327.94,1327.51,1326.43,1327.12,1325.81,1321.84,1327.27,1326.2,1335.83,1328.99,1330.59,1324.39,1332.29,1326.59,1326.9,1326.95,1328.81,1332.48,1331.17,1330.72,1328.45,1326.85,1325.87,1328.03,1323.63,1326.64,1328.71,1322.91,1324.66,1321.94,1326.23,1328.93,1321.51,1323.99,1327.59,1327.76,1330.14,1327.78,1328.41,1324.73,1323.7,1318.13,1323.78,1337.17,1337.47,1329.81,1330.23,1325.22,1324.12,1325.5,1318.85,1325.09,1326.39,1327.75,1328.82,1331.85,1329.71,1325.8,1325.19,1323.2,1325.93,1322.95,1327.59,1332.64,1328.81,1321.02,1324.97,1331,1329.55,1323.55,1325.05,1327.56,1329.67,1325.55,1323.74,1324.38,1328.74,1329.32,1325.84,1330.3,1330.79,1331.09,1332.55,1326.64,1323.03,1327.43,1332.07,1328.1,1328.98,1327.68,1326.57,1330.23,1325.79,1326.29,1325.46,1321.85,1321.02,1325.53,1329.13,1322.79,1322.52,1328.99,1331.96,1332.62,1332.19,1327.31
1319.87,1321.74,1327.34,1328.95,1330.82,1324.16,1322.39,1319.94,1322.26,1319.97,1324.03,1324.26,1323.21,1322.85,1326.5,1326.63,1321.13,1317.52,1317.14,1320.02,1325.99,1325.85,1322.89,1325.25,1324.51,1324.05,1326.06,1324.59,1325.75,1327.2,1326.09,1325.79,1325.64,1322.72,1323.66,1321.34,1324.43,1324.74,1322.49,1324.71,1321.6,1322.04,1323.12,1321.72,1324.98,1326.06,1323.48,1323.61,1322.38,1324.05,1322.44,1320.55,1318.74,1318.43,1328.08,1330.98,1325.23,1324.81,1322.31,1323.39,1323.3,1324.57,1321.66,1322.26,1323.03,1326.13,1326.61,1325.79,1323.01,1321.95,1319.13,1321.52,1322.27,1322.61,1322.72,1324.34,1322.47,1323.52,1327.59,1325.62,1319.28,1323.76,1325.66,1323.58,1324.73,1323.48,1320.63,1323.64,1323.15,1323.72,1323.37,1323.8,1324.72,1324.68,1323.87,1322.19,1322.47,1325.24,1321.48,1322.93,1324.27,1320.72,1322.56,1324.77,1324.73,1326.24,1324.25,1324.54,1324.15,1322.55,1322.76,1320.01,1320.97,1324.47,1324.79,1327.88,1327.65
1276.11,1278.91,1286.72,1286.75,1290.29,1283.13,1281.38,1279.32,1281.19,1277.64,1282.35,1282.82,1281.94,1281.19,1283.22,1285.69,1281.82,1275.7,1271.82,1275.36,1285.23,1284.33,1281.65,1284.64,1284.61,1283.12,1284.46,1283.41,1284.15,1285.4,1285.22,1284.78,1282.93,1281.05,1282.48,1279.43,1281.37,1281.02,1279.95,1284.24,1281.58,1280.38,1281.08,1280.14,1285.52,1283.89,1279.23,1278.47,1280.58,1285.17,1283.51,1279.15,1277.8,1275.6,1286.41,1289.87,1284.72,1282.59,1280.71,1280.7,1281.31,1284.71,1282.69,1280.42,1280.75,1284.74,1285,1286.27,1282.9,1281.18,1279.75,1279.52,1280.28,1281.23,1278.86,1282.77,1282.07,1283.59,1283.83,1283.34,1278.78,1284.29,1284.07,1284.43,1285.21,1279.91,1279.93,1280.61,1280.42,1280.05,1280.53,1282.34,1282.96,1283.44,1282.49,1281.31,1282.27,1287.31,1283.84,1282.75,1279.89,1276.72,1276.9,1281.37,1282.79,1285.17,1281.78,1280.87,1281.09,1281.29,1280.4,1276.97,1279.62,1281.84,1281.36,1288.39,1290.13
1335.69,1340.15,1344.65,1346.09,1347.43,1338.87,1340.26,1339.7,1339.86,1336.03,1341.25,1341.7,1341.83,1340.36,1340.53,1342.78,1342.47,1335.24,1330.86,1335.12,1344.34,1345.09,1342.73,1343.54,1343.12,1343.47,1343.18,1340.53,1343.15,1344.05,1344.31,1344.16,1341.67,1340.36,1338.05,1337.2,1339.86,1341.17,1339.8,1343.1,1339.87,1339.07,1338.43,1339.01,1345.02,1341.9,1337.27,1338.43,1341.52,1345.93,1345.76,1338.88,1334.68,1335.07,1343.59,1348.41,1345.03,1343.02,1337.68,1335.49,1339.59,1345.23,1341.43,1337.35,1340.14,1342.68,1345.78,1345.37,1342.54,1338.86,1339.47,1340.93,1341.65,1341.08,1339.46,1340.46,1341.75,1343.23,1342.57,1343.64,1339.12,1345.09,1342.95,1342.1,1340.25,1337.69,1337.46,1337.2,1337.73,1337.58,1339.43,1343.76,1343.72,1344.56,1345.1,1343.33,1344.6,1348.68,1342.57,1340.68,1339.1,1336.15,1337.74,1340.48,1343.23,1341.4,1335.45,1333.78,1339.73,1341.62,1339.2,1336.1,1337.56,1339.58,1339.07,1349.14,1349.37
1369.4,1371.95,1377.94,1379.02,1380.28,1371.86,1374.64,1369.2,1374.74,1367.79,1374.21,1374.65,1375.61,1373.15,1370.22,1374.68,1373.46,1369.15,1366.7,1371.68,1375.8,1372.85,1373.06,1372.39,1378.75,1381.91,1380.41,1377.94,1382.64,1375.86,1375.7,1376.41,1374.8,1377.22,1371.28,1370.46,1373.99,1369.26,1373.67,1369.37,1371.22,1368.82,1368.15,1368.6,1378.13,1371.53,1372.38,1370.75,1375.45,1383.98,1378.63,1368.23,1366.77,1369.93,1378.71,1378,1371.1,1373.29,1372.44,1364.54,1371.45,1378.81,1373.73,1368.59,1374.13,1379.35,1388.36,1381.53,1380.61,1373,1375.15,1376.06,1376.12,1372.31,1373.48,1368.85,1372.14,1372.89,1376.55,1376.28,1365.63,1379.28,1376.35,1380.24,1375.52,1366.97,1368.21,1370.19,1368.58,1372.83,1371.2,1380.86,1379.68,1376.96,1377.14,1376.27,1380.69,1380.54,1379.06,1373.16,1367.38,1363.39,1368.13,1372.12,1375.21,1375.07,1367.2,1365.17,1373.87,1378.18,1376.05,1369.1,1373.37,1372.26,1371.7,1380.49,1378.74
1274.1,1273.45,1273.89,1275.84,1274.08,1275.78,1273.84,1272.53,1272.65,1274.11,1274.09,1273.92,1273.41,1273.78,1274.91,1273.65,1272.48,1274.15,1275.59,1272.6,1275.54,1271.12,1273.5,1275.26,1274.73,1273.64,1273.21,1273.51,1273.53,1273.2,1273.56,1273.89,1272.81,1273.42,1274.56,1273.91,1276.63,1273.87,1274.5,1275.77,1274.53,1275.12,1274.33,1273.26,1274.33,1276.18,1273.86,1273.18,1273.01,1272.25,1274.23,1273.44,1275.67,1275.72,1274.82,1274.6,1272.31,1274.44,1271.5,1274.24,1274.76,1271.65,1272,1275.89,1273.66,1275.29,1272.16,1273.78,1274.16,1274.12,1271.03,1273.27,1273.48,1273.87,1273.11,1273.68,1273.79,1272.86,1273.75,1274.22,1272.07,1270.57,1274.63,1274.44,1274.22,1276.78,1275.62,1274.53,1275.01,1273.74,1274.53,1274.56,1271.39,1273.3,1273.47,1274.15,1272.64,1274.08,1273.26,1272.47,1274.17,1275.02,1274.48,1275.16,1274.89,1275.93,1275.21,1275.09,1275.03,1272.77,1274.06,1274.72,1274.71,1274.51,1274.22,1272.1,1271.74
1288.83,1289.06,1289.19,1289.78,1289.88,1292.53,1287.56,1288.58,1288.81,1289.6,1289.49,1289.12,1288.72,1289.01,1290.44,1288.51,1286.44,1290.68,1290.56,1288.67,1292.19,1285.75,1287.18,1289.48,1290.08,1287.31,1290.19,1289.85,1291.1,1288.63,1288.49,1288.52,1288.5,1289.29,1290.22,1290.06,1291.95,1289.83,1289.91,1290.01,1288.76,1289.01,1290.59,1288,1289.22,1290.19,1291.29,1288.57,1287.68,1287.42,1289.18,1286.73,1291.04,1291.23,1290.68,1290.75,1288.06,1288.06,1286.72,1288.01,1288.39,1287.91,1288.08,1291.34,1290.07,1291.59,1287.95,1289.04,1289.19,1290.62,1286.65,1288.79,1288.63,1289.32,1288.22,1289.66,1287.96,1286.92,1290.24,1288.92,1287.3,1286.11,1288.22,1290.6,1291.11,1291.59,1291.57,1289.51,1290.84,1288.1,1290.35,1289.77,1284.94,1287.01,1288.81,1288.82,1287.21,1288.98,1287.75,1288.36,1289.68,1290.58,1287.61,1289.8,1289.08,1292.48,1293.35,1290.88,1292.09,1288.12,1289.33,1290.79,1289.5,1290.71,1291.13,1286.19,1286.12
1262.82,1265.69,1267.72,1267,1267.4,1261.77,1263.53,1259.05,1260.6,1259.88,1263.88,1263.94,1264.29,1263.34,1266.03,1262.37,1259.23,1259.64,1259.2,1265.74,1264.94,1263.87,1263.08,1260.02,1262.73,1267.72,1265.37,1264.28,1271.76,1267.81,1268.72,1267.38,1262.16,1264.55,1259.67,1261.17,1263.66,1262.09,1268.98,1264.21,1257.84,1254.77,1264.38,1260.01,1263.35,1262.36,1267.66,1265.3,1263.96,1268.14,1261.74,1261.45,1259.12,1263.42,1268.74,1267.76,1262.73,1266.39,1258.86,1256.84,1265.75,1267.02,1260.48,1259.78,1264.69,1268.3,1267.11,1266,1261.18,1259.13,1261.23,1264.36,1266.4,1262.67,1261.58,1265.66,1269.21,1264.81,1269.26,1267.35,1267.85,1271.55,1263.42,1264.1,1256.46,1259.95,1253.57,1254.83,1262.51,1259.13,1257.98,1265.6,1261.78,1266,1268.58,1270.3,1265.24,1264.36,1264.63,1260.92,1260.14,1258.13,1260.47,1262.17,1266.36,1265.3,1265.16,1260.73,1262.85,1264.25,1264.7,1257,1261.08,1265.66,1271.34,1268.74,1266.61
