"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.460085907581311
"R_V1_ROI","R_V6_ROI",0.297542138669584
"R_V1_ROI","R_V2_ROI",0.470426813218909
"R_V1_ROI","R_V3_ROI",0.474446802858463
"R_V1_ROI","R_V4_ROI",0.0991866064911778
"R_V1_ROI","R_V8_ROI",0.314302801966494
"R_V1_ROI","R_4_ROI",0.351915426896231
"R_V1_ROI","R_3b_ROI",0.466787106223555
"R_V1_ROI","R_FEF_ROI",0.331810249358442
"R_V1_ROI","R_PEF_ROI",0.306018251343593
"R_V1_ROI","R_55b_ROI",0.271644119935038
"R_V1_ROI","R_V3A_ROI",0.531979542931123
"R_V1_ROI","R_RSC_ROI",0.0386996353463351
"R_V1_ROI","R_POS2_ROI",0.350178179801604
"R_V1_ROI","R_V7_ROI",0.129186957410002
"R_V1_ROI","R_IPS1_ROI",0.276289563361864
"R_V1_ROI","R_FFC_ROI",0.102291695601334
"R_V1_ROI","R_V3B_ROI",0.0443749892394039
"R_V1_ROI","R_LO1_ROI",0.210811167895228
"R_V1_ROI","R_LO2_ROI",0.523329985177821
"R_V1_ROI","R_PIT_ROI",0.165336577633
"R_V1_ROI","R_MT_ROI",0.364798563898212
"R_V1_ROI","R_A1_ROI",0.146185461758237
"R_V1_ROI","R_PSL_ROI",0.396847881354311
"R_V1_ROI","R_SFL_ROI",0.181466758656921
"R_V1_ROI","R_PCV_ROI",0.367989251940152
"R_V1_ROI","R_STV_ROI",0.229072604690504
"R_V1_ROI","R_7Pm_ROI",0.214652323109358
"R_V1_ROI","R_7m_ROI",0.0799880931135967
"R_V1_ROI","R_POS1_ROI",0.215448924301282
"R_V1_ROI","R_23d_ROI",0.529542884903527
"R_V1_ROI","R_v23ab_ROI",0.361719300485873
"R_V1_ROI","R_d23ab_ROI",0.26368401478717
"R_V1_ROI","R_31pv_ROI",0.28476000531109
"R_V1_ROI","R_5m_ROI",0.0521528014457168
"R_V1_ROI","R_5mv_ROI",0.197186734497988
"R_V1_ROI","R_23c_ROI",0.160598266566713
"R_V1_ROI","R_5L_ROI",0.211970780996222
"R_V1_ROI","R_24dd_ROI",0.39196539691391
"R_V1_ROI","R_24dv_ROI",0.435629720586564
"R_V1_ROI","R_7AL_ROI",0.292627132379032
"R_V1_ROI","R_SCEF_ROI",0.254366813871601
"R_V1_ROI","R_6ma_ROI",0.0610889982873927
"R_V1_ROI","R_7Am_ROI",0.376954863914188
"R_V1_ROI","R_7PL_ROI",0.596717143023408
"R_V1_ROI","R_7PC_ROI",0.529424352322807
"R_V1_ROI","R_LIPv_ROI",0.155861961001978
"R_V1_ROI","R_VIP_ROI",0.33320550067569
"R_V1_ROI","R_MIP_ROI",0.403312816059779
"R_V1_ROI","R_1_ROI",0.306812606448641
"R_V1_ROI","R_2_ROI",0.42642232532474
"R_V1_ROI","R_3a_ROI",0.457273499614981
"R_V1_ROI","R_6d_ROI",0.0137480312804268
"R_V1_ROI","R_6mp_ROI",0.305433755770702
"R_V1_ROI","R_6v_ROI",0.199218305953941
"R_V1_ROI","R_p24pr_ROI",0.0272193379242049
"R_V1_ROI","R_33pr_ROI",0.549628475737259
"R_V1_ROI","R_a24pr_ROI",0.228089622927135
"R_V1_ROI","R_p32pr_ROI",0.104566229631193
"R_V1_ROI","R_a24_ROI",0.213586108454861
