"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.182161199366891
"R_V1_ROI","R_V6_ROI",-0.0129658365211183
"R_V1_ROI","R_V2_ROI",0.497473480467179
"R_V1_ROI","R_V3_ROI",0.29677963783926
"R_V1_ROI","R_V4_ROI",0.362129440808048
"R_V1_ROI","R_V8_ROI",0.301496426069567
"R_V1_ROI","R_4_ROI",0.322989228290899
"R_V1_ROI","R_3b_ROI",0.522215829955613
"R_V1_ROI","R_FEF_ROI",0.320521093121407
"R_V1_ROI","R_PEF_ROI",0.230956927807034
"R_V1_ROI","R_55b_ROI",0.206488471671553
"R_V1_ROI","R_V3A_ROI",0.269632522902467
"R_V1_ROI","R_RSC_ROI",0.232346573240623
"R_V1_ROI","R_POS2_ROI",0.410303834219755
"R_V1_ROI","R_V7_ROI",0.168705352953867
"R_V1_ROI","R_IPS1_ROI",0.484599552569634
"R_V1_ROI","R_FFC_ROI",0.115139971220011
"R_V1_ROI","R_V3B_ROI",0.425109574732827
"R_V1_ROI","R_LO1_ROI",-0.0413564048731992
"R_V1_ROI","R_LO2_ROI",0.479097993048195
"R_V1_ROI","R_PIT_ROI",0.264651460375013
"R_V1_ROI","R_MT_ROI",0.458342052454601
"R_V1_ROI","R_A1_ROI",0.521251504794734
"R_V1_ROI","R_PSL_ROI",0.316214658638562
"R_V1_ROI","R_SFL_ROI",-0.0252913998501094
"R_V1_ROI","R_PCV_ROI",0.416171491237032
"R_V1_ROI","R_STV_ROI",0.0270677004990879
"R_V1_ROI","R_7Pm_ROI",0.505442100507517
"R_V1_ROI","R_7m_ROI",0.497153488665952
"R_V1_ROI","R_POS1_ROI",0.526400381294254
"R_V1_ROI","R_23d_ROI",0.520847344283935
"R_V1_ROI","R_v23ab_ROI",0.175133850733233
"R_V1_ROI","R_d23ab_ROI",0.152531966304963
"R_V1_ROI","R_31pv_ROI",0.611694170151305
"R_V1_ROI","R_5m_ROI",0.199524780364341
"R_V1_ROI","R_5mv_ROI",0.135750858150128
"R_V1_ROI","R_23c_ROI",0.497971638289008
"R_V1_ROI","R_5L_ROI",0.00815876783957697
"R_V1_ROI","R_24dd_ROI",0.376099702735191
"R_V1_ROI","R_24dv_ROI",0.520409187753454
"R_V1_ROI","R_7AL_ROI",0.566208374992514
"R_V1_ROI","R_SCEF_ROI",0.526268409339556
"R_V1_ROI","R_6ma_ROI",0.090446852798805
"R_V1_ROI","R_7Am_ROI",0.461782492560713
"R_V1_ROI","R_7PL_ROI",0.409764511374413
"R_V1_ROI","R_7PC_ROI",0.610904850373908
"R_V1_ROI","R_LIPv_ROI",-0.03767431583756
"R_V1_ROI","R_VIP_ROI",0.386039684296726
"R_V1_ROI","R_MIP_ROI",0.00265033745510468
"R_V1_ROI","R_1_ROI",0.527747601839457
"R_V1_ROI","R_2_ROI",0.50670325723364
"R_V1_ROI","R_3a_ROI",0.489012493967174
"R_V1_ROI","R_6d_ROI",0.0477242199831867
"R_V1_ROI","R_6mp_ROI",0.505508042175041
"R_V1_ROI","R_6v_ROI",0.35135199076624
"R_V1_ROI","R_p24pr_ROI",0.386300400445879
"R_V1_ROI","R_33pr_ROI",0.537416581279894
"R_V1_ROI","R_a24pr_ROI",0.4170553289862
"R_V1_ROI","R_p32pr_ROI",0.506327583929389
"R_V1_ROI","R_a24_ROI",0.338096913858769
"R_V1_ROI","R_d32_ROI",0.00236127423773278
"R_V1_ROI","R_8BM_ROI",0.0999312430607826
"R_V1_ROI","R_p32_ROI",0.216344781036152
"R_V1_ROI","R_10r_ROI",0.461291003103004
"R_V1_ROI","R_47m_ROI",0.156654440038006
"R_V1_ROI","R_8Av_ROI",0.419576037761177
"R_V1_ROI","R_8Ad_ROI",0.471663395976161
"R_V1_ROI","R_9m_ROI",0.367864171202996
"R_V1_ROI","R_8BL_ROI",0.0739676098399449
"R_V1_ROI","R_9p_ROI",0.521441370099206
"R_V1_ROI","R_10d_ROI",0.548362644695175
"R_V1_ROI","R_8C_ROI",0.26068546271992
"R_V1_ROI","R_44_ROI",0.519701046399022
"R_V1_ROI","R_45_ROI",0.463187786599686
"R_V1_ROI","R_47l_ROI",0.1658069652959
"R_V1_ROI","R_a47r_ROI",0.417885766333259
"R_V1_ROI","R_6r_ROI",0.358349569438705
"R_V1_ROI","R_IFJa_ROI",0.402426669805597
"R_V1_ROI","R_IFJp_ROI",0.493088802708083
"R_V1_ROI","R_IFSp_ROI",-0.049863119644405
"R_V1_ROI","R_IFSa_ROI",0.124308856763393
"R_V1_ROI","R_p9-46v_ROI",0.261276719519374
"R_V1_ROI","R_46_ROI",0.289664578185172
"R_V1_ROI","R_a9-46v_ROI",0.0476814987703279
"R_V1_ROI","R_9-46d_ROI",0.251643522471254
"R_V1_ROI","R_9a_ROI",0.439448580888887
"R_V1_ROI","R_10v_ROI",0.460935840984126
"R_V1_ROI","R_a10p_ROI",0.557713204694969
"R_V1_ROI","R_10pp_ROI",0.441969453055844
"R_V1_ROI","R_11l_ROI",0.467266910732716
"R_V1_ROI","R_13l_ROI",0.488419295556967
"R_V1_ROI","R_OFC_ROI",0.551203083144336
"R_V1_ROI","R_47s_ROI",0.201242291539688
"R_V1_ROI","R_LIPd_ROI",-0.00241670831156161
"R_V1_ROI","R_6a_ROI",0.0907616132372822
"R_V1_ROI","R_i6-8_ROI",0.49241848257922
"R_V1_ROI","R_s6-8_ROI",0.500204174954023
"R_V1_ROI","R_43_ROI",0.450836867118431
"R_V1_ROI","R_OP4_ROI",0.341772413086918
"R_V1_ROI","R_OP1_ROI",0.168355942435015
"R_V1_ROI","R_OP2-3_ROI",0.363068394312653
"R_V1_ROI","R_52_ROI",0.315564910908031
"R_V1_ROI","R_RI_ROI",0.302483996545893
"R_V1_ROI","R_PFcm_ROI",0.0502934398999434
"R_V1_ROI","R_PoI2_ROI",0.157344523155355
"R_V1_ROI","R_TA2_ROI",0.0947539475646172
"R_V1_ROI","R_FOP4_ROI",0.428826099681888
"R_V1_ROI","R_MI_ROI",0.466918162296617
"R_V1_ROI","R_Pir_ROI",0.204690927331907
"R_V1_ROI","R_AVI_ROI",0.239440627489245
"R_V1_ROI","R_AAIC_ROI",0.076065535088764
"R_V1_ROI","R_FOP1_ROI",0.185853660470707
"R_V1_ROI","R_FOP3_ROI",0.342099027731164
"R_V1_ROI","R_FOP2_ROI",0.303619159445115
"R_V1_ROI","R_PFt_ROI",0.227192441089808
"R_V1_ROI","R_AIP_ROI",0.143614457788141
"R_V1_ROI","R_EC_ROI",0.438126507825858
"R_V1_ROI","R_PreS_ROI",0.0968306538356989
"R_V1_ROI","R_H_ROI",0.225059483464865
"R_V1_ROI","R_ProS_ROI",0.133020901673833
"R_V1_ROI","R_PeEc_ROI",0.543257385015815
"R_V1_ROI","R_STGa_ROI",0.129592619823236
"R_V1_ROI","R_PBelt_ROI",0.321868854452217
"R_V1_ROI","R_A5_ROI",0.114996535051863
"R_V1_ROI","R_PHA1_ROI",0.322346278751686
"R_V1_ROI","R_PHA3_ROI",0.411324752465329
"R_V1_ROI","R_STSda_ROI",0.512502345065406
"R_V1_ROI","R_STSdp_ROI",0.432328216632598
"R_V1_ROI","R_STSvp_ROI",-0.0342236400715361
"R_V1_ROI","R_TGd_ROI",0.40539088310391
"R_V1_ROI","R_TE1a_ROI",0.329211306899866
"R_V1_ROI","R_TE1p_ROI",0.379948573159987
"R_V1_ROI","R_TE2a_ROI",0.40521091363828
"R_V1_ROI","R_TF_ROI",0.484481955197944
"R_V1_ROI","R_TE2p_ROI",0.594214549589008
"R_V1_ROI","R_PHT_ROI",0.495100755494291
"R_V1_ROI","R_PH_ROI",0.524454355850092
"R_V1_ROI","R_TPOJ1_ROI",0.360891133778398
"R_V1_ROI","R_TPOJ2_ROI",-0.00474394829500456
"R_V1_ROI","R_TPOJ3_ROI",0.246913580246914
"R_V1_ROI","R_DVT_ROI",0.102781039093317
"R_V1_ROI","R_PGp_ROI",0.464860982141393
"R_V1_ROI","R_IP2_ROI",0.109256355171848
"R_V1_ROI","R_IP1_ROI",0.224027903146888
"R_V1_ROI","R_IP0_ROI",0.025098961728797
"R_V1_ROI","R_PFop_ROI",0.426365455849538
"R_V1_ROI","R_PF_ROI",0.155205370621213
"R_V1_ROI","R_PFm_ROI",0.140324486859415
"R_V1_ROI","R_PGi_ROI",0.428030559396745
"R_V1_ROI","R_PGs_ROI",0.189805497640419
"R_V1_ROI","R_V6A_ROI",0.126815566249303
"R_V1_ROI","R_VMV1_ROI",0.035141316930051
"R_V1_ROI","R_VMV3_ROI",0.219529091538017
"R_V1_ROI","R_PHA2_ROI",0.213434725360497
"R_V1_ROI","R_V4t_ROI",0.202647038212006
"R_V1_ROI","R_FST_ROI",0.0292639548972832
"R_V1_ROI","R_V3CD_ROI",0.498763941316956
"R_V1_ROI","R_LO3_ROI",0.455042206998001
"R_V1_ROI","R_VMV2_ROI",0.0185431350882091
"R_V1_ROI","R_31pd_ROI",0.341397121832213
"R_V1_ROI","R_31a_ROI",0.261556659845148
"R_V1_ROI","R_VVC_ROI",0.16175415804689
"R_V1_ROI","R_25_ROI",0.495351596939484
"R_V1_ROI","R_s32_ROI",0.227165808602099
"R_V1_ROI","R_pOFC_ROI",0.121305196001491
"R_V1_ROI","R_PoI1_ROI",0.0512732043991993
"R_V1_ROI","R_Ig_ROI",0.0470832301897717
"R_V1_ROI","R_FOP5_ROI",0.502106261720251
"R_V1_ROI","R_p10p_ROI",0.134667466757177
"R_V1_ROI","R_p47r_ROI",0.37642602746872
"R_V1_ROI","R_TGv_ROI",0.433559562070128
"R_V1_ROI","R_MBelt_ROI",0.0163652680787137
