"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",-0.0164625961344394
"R_V1_ROI","R_V6_ROI",0.154794789165888
"R_V1_ROI","R_V2_ROI",0.173061658480609
"R_V1_ROI","R_V3_ROI",0.247223403346761
"R_V1_ROI","R_V4_ROI",0.461705155380418
"R_V1_ROI","R_V8_ROI",0.272945037047674
"R_V1_ROI","R_4_ROI",0.185163463953982
"R_V1_ROI","R_3b_ROI",0.20060446466276
"R_V1_ROI","R_FEF_ROI",0.055218842640268
"R_V1_ROI","R_PEF_ROI",0.237760902547575
"R_V1_ROI","R_55b_ROI",0.142408250712123
"R_V1_ROI","R_V3A_ROI",0.118170410573885
"R_V1_ROI","R_RSC_ROI",0.109686033961351
"R_V1_ROI","R_POS2_ROI",0.31084578741081
"R_V1_ROI","R_V7_ROI",0.0505837086591085
"R_V1_ROI","R_IPS1_ROI",0.278422169883784
"R_V1_ROI","R_FFC_ROI",0.239362643262648
"R_V1_ROI","R_V3B_ROI",0.276990154786982
"R_V1_ROI","R_LO1_ROI",0.359059491283394
"R_V1_ROI","R_LO2_ROI",0.420770914578399
"R_V1_ROI","R_PIT_ROI",0.288869571598644
"R_V1_ROI","R_MT_ROI",0.193673587512605
"R_V1_ROI","R_A1_ROI",0.120238287387748
"R_V1_ROI","R_PSL_ROI",0.00932013469020999
"R_V1_ROI","R_SFL_ROI",0.269400892764315
"R_V1_ROI","R_PCV_ROI",0.271730498932861
"R_V1_ROI","R_STV_ROI",0.149105621294426
"R_V1_ROI","R_7Pm_ROI",0.0558851224151388
"R_V1_ROI","R_7m_ROI",0.446667003764088
"R_V1_ROI","R_POS1_ROI",0.018986478959013
"R_V1_ROI","R_23d_ROI",0.0789816378884795
"R_V1_ROI","R_v23ab_ROI",0.252191786844454
"R_V1_ROI","R_d23ab_ROI",0.381596312901903
"R_V1_ROI","R_31pv_ROI",0.272442159861967
"R_V1_ROI","R_5m_ROI",0.150375214863195
"R_V1_ROI","R_5mv_ROI",0.0129943099257641
"R_V1_ROI","R_23c_ROI",0.431517033169743
"R_V1_ROI","R_5L_ROI",0.167466463588107
"R_V1_ROI","R_24dd_ROI",0.263289142908782
"R_V1_ROI","R_24dv_ROI",0.263642473706868
"R_V1_ROI","R_7AL_ROI",0.468899073796838
"R_V1_ROI","R_SCEF_ROI",0.0969941640437489
"R_V1_ROI","R_6ma_ROI",0.211061295334528
"R_V1_ROI","R_7Am_ROI",0.610054278303022
"R_V1_ROI","R_7PL_ROI",0.441799607119627
"R_V1_ROI","R_7PC_ROI",0.202205200900721
"R_V1_ROI","R_LIPv_ROI",0.168613157019221
"R_V1_ROI","R_VIP_ROI",0.0264599051937015
"R_V1_ROI","R_MIP_ROI",0.010921910371348
"R_V1_ROI","R_1_ROI",0.267068165280712
"R_V1_ROI","R_2_ROI",0.402498180614652
"R_V1_ROI","R_3a_ROI",0.033380043285039
"R_V1_ROI","R_6d_ROI",0.242599702604229
"R_V1_ROI","R_6mp_ROI",0.539547181826622
"R_V1_ROI","R_6v_ROI",0.361192578798256
"R_V1_ROI","R_p24pr_ROI",0.213064827673439
"R_V1_ROI","R_33pr_ROI",0.36189311044452
"R_V1_ROI","R_a24pr_ROI",0.052888418427429
"R_V1_ROI","R_p32pr_ROI",0.382565493600784
"R_V1_ROI","R_a24_ROI",0.223666388674114
"R_V1_ROI","R_d32_ROI",0.0328688577090605
"R_V1_ROI","R_8BM_ROI",0.0428478837935026
"R_V1_ROI","R_p32_ROI",0.17021225037635
"R_V1_ROI","R_10r_ROI",0.383124842799209
"R_V1_ROI","R_47m_ROI",0.226187070005178
"R_V1_ROI","R_8Av_ROI",0.421538322848052
