"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.259972423022724
"R_V1_ROI","R_V6_ROI",0.2875126225629
"R_V1_ROI","R_V2_ROI",0.199441253138451
"R_V1_ROI","R_V3_ROI",0.0187347815122278
"R_V1_ROI","R_V4_ROI",0.0601684076142265
"R_V1_ROI","R_V8_ROI",0.0779470966050086
"R_V1_ROI","R_4_ROI",0.359381146064107
"R_V1_ROI","R_3b_ROI",0.330948906488624
"R_V1_ROI","R_FEF_ROI",0.440286982534913
"R_V1_ROI","R_PEF_ROI",0.24452141368348
"R_V1_ROI","R_55b_ROI",0.0946298713686995
"R_V1_ROI","R_V3A_ROI",0.19901399378361
"R_V1_ROI","R_RSC_ROI",0.356257829629499
"R_V1_ROI","R_POS2_ROI",0.226639723732606
"R_V1_ROI","R_V7_ROI",0.376423729367046
"R_V1_ROI","R_IPS1_ROI",0.131232565867144
"R_V1_ROI","R_FFC_ROI",0.116167890434772
"R_V1_ROI","R_V3B_ROI",0.418288456413019
"R_V1_ROI","R_LO1_ROI",0.0868101727396311
"R_V1_ROI","R_LO2_ROI",-0.00782240249252163
"R_V1_ROI","R_PIT_ROI",0.0992785298508309
"R_V1_ROI","R_MT_ROI",0.207040692339698
"R_V1_ROI","R_A1_ROI",0.270067271268492
"R_V1_ROI","R_PSL_ROI",0.286230243358036
"R_V1_ROI","R_SFL_ROI",0.124673470410396
"R_V1_ROI","R_PCV_ROI",0.251311695505674
"R_V1_ROI","R_STV_ROI",0.152826980887052
"R_V1_ROI","R_7Pm_ROI",0.123183401853671
"R_V1_ROI","R_7m_ROI",0.0206058800961866
"R_V1_ROI","R_POS1_ROI",0.257560009440905
"R_V1_ROI","R_23d_ROI",0.0965948249334945
"R_V1_ROI","R_v23ab_ROI",0.424190022138924
"R_V1_ROI","R_d23ab_ROI",0.221708050844005
"R_V1_ROI","R_31pv_ROI",0.0601230037513592
"R_V1_ROI","R_5m_ROI",0.186941655088252
"R_V1_ROI","R_5mv_ROI",0.355056021994092
"R_V1_ROI","R_23c_ROI",0.141802313234364
"R_V1_ROI","R_5L_ROI",0.265467766353977
"R_V1_ROI","R_24dd_ROI",0.184845606592286
"R_V1_ROI","R_24dv_ROI",0.0316254144547869
"R_V1_ROI","R_7AL_ROI",0.0886458022697414
"R_V1_ROI","R_SCEF_ROI",0.122792290998331
"R_V1_ROI","R_6ma_ROI",0.165984397069644
