"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.312315983249027
"R_V1_ROI","R_V6_ROI",0.121883070757966
"R_V1_ROI","R_V2_ROI",0.174391150346024
"R_V1_ROI","R_V3_ROI",0.113880064748503
"R_V1_ROI","R_V4_ROI",0.470155359090954
"R_V1_ROI","R_V8_ROI",0.438607424909451
"R_V1_ROI","R_4_ROI",0.132850173345645
"R_V1_ROI","R_3b_ROI",0.0587246399340407
"R_V1_ROI","R_FEF_ROI",0.34404027299757
"R_V1_ROI","R_PEF_ROI",0.281819791261165
"R_V1_ROI","R_55b_ROI",0.238041690599784
"R_V1_ROI","R_V3A_ROI",0.211627131814937
"R_V1_ROI","R_RSC_ROI",0.0994282987943635
"R_V1_ROI","R_POS2_ROI",0.317540738988387
"R_V1_ROI","R_V7_ROI",0.17771476185134
"R_V1_ROI","R_IPS1_ROI",0.0860835208743484
"R_V1_ROI","R_FFC_ROI",0.451201332452592
"R_V1_ROI","R_V3B_ROI",0.396847747119075
"R_V1_ROI","R_LO1_ROI",0.182548405605529
"R_V1_ROI","R_LO2_ROI",0.16326095940902
"R_V1_ROI","R_PIT_ROI",0.174797779134272
"R_V1_ROI","R_MT_ROI",0.204960152552005
"R_V1_ROI","R_A1_ROI",0.315276542844596
"R_V1_ROI","R_PSL_ROI",-0.0023459069028516
"R_V1_ROI","R_SFL_ROI",0.149759611393622
"R_V1_ROI","R_PCV_ROI",0.394038886782689
"R_V1_ROI","R_STV_ROI",0.365797842788847
"R_V1_ROI","R_7Pm_ROI",0.105905926107158
"R_V1_ROI","R_7m_ROI",0.226044856591563
"R_V1_ROI","R_POS1_ROI",0.0767074182482205
"R_V1_ROI","R_23d_ROI",0.273004804199209
"R_V1_ROI","R_v23ab_ROI",0.0488492017962499
"R_V1_ROI","R_d23ab_ROI",0.165484545282944
"R_V1_ROI","R_31pv_ROI",0.0769035134645935
"R_V1_ROI","R_5m_ROI",0.355917776239961
"R_V1_ROI","R_5mv_ROI",0.157460618615014
"R_V1_ROI","R_23c_ROI",0.0841851455381567
"R_V1_ROI","R_5L_ROI",0.297422763484258
"R_V1_ROI","R_24dd_ROI",0.161640760399714
"R_V1_ROI","R_24dv_ROI",0.0678445269537543
"R_V1_ROI","R_7AL_ROI",0.0783266997267221
"R_V1_ROI","R_SCEF_ROI",0.101429320392043
"R_V1_ROI","R_6ma_ROI",0.360568539075251
"R_V1_ROI","R_7Am_ROI",0.269457489796468
"R_V1_ROI","R_7PL_ROI",0.223722108564827
"R_V1_ROI","R_7PC_ROI",0.173244964921833
"R_V1_ROI","R_LIPv_ROI",0.389185466433082
"R_V1_ROI","R_VIP_ROI",0.226182418539495
"R_V1_ROI","R_MIP_ROI",0.175836647877647
"R_V1_ROI","R_1_ROI",0.234420166392399
"R_V1_ROI","R_2_ROI",0.0692565693454453
"R_V1_ROI","R_3a_ROI",0.25958698119827
"R_V1_ROI","R_6d_ROI",0.178098460283468
"R_V1_ROI","R_6mp_ROI",0.0591554138144786
"R_V1_ROI","R_6v_ROI",0.203863148048786
"R_V1_ROI","R_p24pr_ROI",0.304459832075569
"R_V1_ROI","R_33pr_ROI",-0.0149275438703314
"R_V1_ROI","R_a24pr_ROI",0.132285320825772
"R_V1_ROI","R_p32pr_ROI",0.207915820396434
"R_V1_ROI","R_a24_ROI",0.299944341061481
"R_V1_ROI","R_d32_ROI",0.260729146953962
"R_V1_ROI","R_8BM_ROI",0.0158127831608654
"R_V1_ROI","R_p32_ROI",0.142732417486528
"R_V1_ROI","R_10r_ROI",0.245372144734605
"R_V1_ROI","R_47m_ROI",-0.00191074315550986
"R_V1_ROI","R_8Av_ROI",0.290731095141586
"R_V1_ROI","R_8Ad_ROI",0.195045977568773
"R_V1_ROI","R_9m_ROI",0.245435144940646
"R_V1_ROI","R_8BL_ROI",0.211071404393088
"R_V1_ROI","R_9p_ROI",0.0760526548733259
"R_V1_ROI","R_10d_ROI",0.0615415232068942
"R_V1_ROI","R_8C_ROI",-0.0328833218852136
"R_V1_ROI","R_44_ROI",0.29276296713039
"R_V1_ROI","R_45_ROI",0.189835440151867
"R_V1_ROI","R_47l_ROI",0.0825289939190588
"R_V1_ROI","R_a47r_ROI",0.0211489252151083
"R_V1_ROI","R_6r_ROI",0.262284889291497
"R_V1_ROI","R_IFJa_ROI",0.296246728332449
"R_V1_ROI","R_IFJp_ROI",0.205444793996234
"R_V1_ROI","R_IFSp_ROI",0.467082357351751
"R_V1_ROI","R_IFSa_ROI",0.223664492006519
"R_V1_ROI","R_p9-46v_ROI",0.328758534667168
"R_V1_ROI","R_46_ROI",0.0371570800545827
"R_V1_ROI","R_a9-46v_ROI",0.224987772274825
"R_V1_ROI","R_9-46d_ROI",-0.0157303853091376
"R_V1_ROI","R_9a_ROI",0.357026833109739
"R_V1_ROI","R_10v_ROI",0.30766820028982
"R_V1_ROI","R_a10p_ROI",0.0400007318789591
"R_V1_ROI","R_10pp_ROI",0.635426056310186
"R_V1_ROI","R_11l_ROI",0.17596976350022
"R_V1_ROI","R_13l_ROI",0.158732007557928
"R_V1_ROI","R_OFC_ROI",0.307355029571087
"R_V1_ROI","R_47s_ROI",0.350016094631928
"R_V1_ROI","R_LIPd_ROI",0.305465796301536
"R_V1_ROI","R_6a_ROI",0.351781284937121
"R_V1_ROI","R_i6-8_ROI",0.0874264946545994
"R_V1_ROI","R_s6-8_ROI",0.314604843754638
"R_V1_ROI","R_43_ROI",0.184620873598894
"R_V1_ROI","R_OP4_ROI",0.304315754239757
"R_V1_ROI","R_OP1_ROI",0.227842828369302
"R_V1_ROI","R_OP2-3_ROI",0.290894223012439
"R_V1_ROI","R_52_ROI",0.241282995204988
"R_V1_ROI","R_RI_ROI",0.290975568201518
"R_V1_ROI","R_PFcm_ROI",0.263397740321171
"R_V1_ROI","R_PoI2_ROI",0.0931505035726725
"R_V1_ROI","R_TA2_ROI",0.384189741086907
"R_V1_ROI","R_FOP4_ROI",0.166306224809965
"R_V1_ROI","R_MI_ROI",0.316030405251277
"R_V1_ROI","R_Pir_ROI",0.191899231773199
"R_V1_ROI","R_AVI_ROI",0.0948580320068641
"R_V1_ROI","R_AAIC_ROI",0.147482914746918
"R_V1_ROI","R_FOP1_ROI",0.148583642059406
"R_V1_ROI","R_FOP3_ROI",0.12711712126161
"R_V1_ROI","R_FOP2_ROI",0.263089105595357
"R_V1_ROI","R_PFt_ROI",0.378296772300013
"R_V1_ROI","R_AIP_ROI",0.261281085445359
"R_V1_ROI","R_EC_ROI",0.27007902517593
"R_V1_ROI","R_PreS_ROI",0.277288653816349
"R_V1_ROI","R_H_ROI",0.185962743875719
"R_V1_ROI","R_ProS_ROI",0.0559362199547994
"R_V1_ROI","R_PeEc_ROI",0.268323280950171
"R_V1_ROI","R_STGa_ROI",0.0607321370460027
"R_V1_ROI","R_PBelt_ROI",0.236352660795502
"R_V1_ROI","R_A5_ROI",0.0106784947315364
"R_V1_ROI","R_PHA1_ROI",0.425222310512418
"R_V1_ROI","R_PHA3_ROI",0.126630324494301
"R_V1_ROI","R_STSda_ROI",0.0226054837761161
"R_V1_ROI","R_STSdp_ROI",0.376319557785633
"R_V1_ROI","R_STSvp_ROI",0.0750456858789253
"R_V1_ROI","R_TGd_ROI",0.140821363638178
"R_V1_ROI","R_TE1a_ROI",0.0986742104368176
