"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.0465215899687964
"R_V1_ROI","R_V6_ROI",0.376477068902067
"R_V1_ROI","R_V2_ROI",0.262657204021109
"R_V1_ROI","R_V3_ROI",0.282307193248737
"R_V1_ROI","R_V4_ROI",0.183435729604805
"R_V1_ROI","R_V8_ROI",0.0942067691194738
"R_V1_ROI","R_4_ROI",0.190814931824527
"R_V1_ROI","R_3b_ROI",0.341463837123666
"R_V1_ROI","R_FEF_ROI",0.187990899722215
"R_V1_ROI","R_PEF_ROI",0.0147730272976435
"R_V1_ROI","R_55b_ROI",0.249263763235926
"R_V1_ROI","R_V3A_ROI",0.258422321997148
"R_V1_ROI","R_RSC_ROI",0.201025161845176
"R_V1_ROI","R_POS2_ROI",0.0806226086417331
"R_V1_ROI","R_V7_ROI",0.466557972116669
"R_V1_ROI","R_IPS1_ROI",0.166548421271571
"R_V1_ROI","R_FFC_ROI",0.234907762589151
"R_V1_ROI","R_V3B_ROI",0.377225750895348
"R_V1_ROI","R_LO1_ROI",0.083850754341795
"R_V1_ROI","R_LO2_ROI",0.575972234315939
"R_V1_ROI","R_PIT_ROI",0.194702373018224
"R_V1_ROI","R_MT_ROI",0.22643311319772
"R_V1_ROI","R_A1_ROI",0.389334537952827
"R_V1_ROI","R_PSL_ROI",0.176065576707311
"R_V1_ROI","R_SFL_ROI",0.433107786284203
"R_V1_ROI","R_PCV_ROI",0.207659477586904
"R_V1_ROI","R_STV_ROI",0.102214401431727
"R_V1_ROI","R_7Pm_ROI",0.421176042830487
"R_V1_ROI","R_7m_ROI",0.435819435378112
"R_V1_ROI","R_POS1_ROI",-0.0342945154607236
"R_V1_ROI","R_23d_ROI",0.326352027099722
"R_V1_ROI","R_v23ab_ROI",0.00246471298600258
"R_V1_ROI","R_d23ab_ROI",0.218086959635931
"R_V1_ROI","R_31pv_ROI",0.291927867826687
"R_V1_ROI","R_5m_ROI",0.362438358345872
"R_V1_ROI","R_5mv_ROI",0.292899058266977
"R_V1_ROI","R_23c_ROI",0.183163456218063
"R_V1_ROI","R_5L_ROI",0.267684461941065
"R_V1_ROI","R_24dd_ROI",0.376923819322354
"R_V1_ROI","R_24dv_ROI",0.414991012744307
"R_V1_ROI","R_7AL_ROI",0.169251671683958
"R_V1_ROI","R_SCEF_ROI",0.3937905327773
"R_V1_ROI","R_6ma_ROI",0.167769495514455
"R_V1_ROI","R_7Am_ROI",0.372226620022663
"R_V1_ROI","R_7PL_ROI",0.138013207922061
"R_V1_ROI","R_7PC_ROI",0.142317584560461
"R_V1_ROI","R_LIPv_ROI",0.251475277904079
"R_V1_ROI","R_VIP_ROI",0.392824367854735
"R_V1_ROI","R_MIP_ROI",0.421730040018146
"R_V1_ROI","R_1_ROI",0.536664114519636
"R_V1_ROI","R_2_ROI",0.304998305242232
"R_V1_ROI","R_3a_ROI",0.0705319294775694
"R_V1_ROI","R_6d_ROI",0.174854086350997
"R_V1_ROI","R_6mp_ROI",0.190130403149824
"R_V1_ROI","R_6v_ROI",0.214442915161285
"R_V1_ROI","R_p24pr_ROI",0.400816470525601
"R_V1_ROI","R_33pr_ROI",0.170481182173936
"R_V1_ROI","R_a24pr_ROI",0.366805175558609
"R_V1_ROI","R_p32pr_ROI",0.0808887467292745
"R_V1_ROI","R_a24_ROI",0.208611270923961
"R_V1_ROI","R_d32_ROI",0.180255264023009
"R_V1_ROI","R_8BM_ROI",0.118399606084518
"R_V1_ROI","R_p32_ROI",0.27335732390547
"R_V1_ROI","R_10r_ROI",0.515359139859978
"R_V1_ROI","R_47m_ROI",0.479058180222971
"R_V1_ROI","R_8Av_ROI",0.235432771458436
"R_V1_ROI","R_8Ad_ROI",0.186171087212774
"R_V1_ROI","R_9m_ROI",0.38066731619813
"R_V1_ROI","R_8BL_ROI",0.200584437008259
"R_V1_ROI","R_9p_ROI",0.107304442690436
"R_V1_ROI","R_10d_ROI",0.315050519685402
"R_V1_ROI","R_8C_ROI",0.220237953480887
"R_V1_ROI","R_44_ROI",0.381844647995473
"R_V1_ROI","R_45_ROI",0.324465498686312
"R_V1_ROI","R_47l_ROI",0.0666187436818717
"R_V1_ROI","R_a47r_ROI",0.134414274245426
"R_V1_ROI","R_6r_ROI",0.192903172059604
"R_V1_ROI","R_IFJa_ROI",0.239781775753911
"R_V1_ROI","R_IFJp_ROI",0.205820658648224
"R_V1_ROI","R_IFSp_ROI",0.18930403449075
"R_V1_ROI","R_IFSa_ROI",0.380521146098191
"R_V1_ROI","R_p9-46v_ROI",0.564636895894699
