"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.672994761653432
"R_V1_ROI","R_V6_ROI",0.473738319639664
"R_V1_ROI","R_V2_ROI",0.127947136636302
"R_V1_ROI","R_V3_ROI",0.0990297607332338
"R_V1_ROI","R_V4_ROI",0.575627331850148
"R_V1_ROI","R_V8_ROI",0.480839320905095
"R_V1_ROI","R_4_ROI",0.167982299742505
"R_V1_ROI","R_3b_ROI",0.11874715619192
"R_V1_ROI","R_FEF_ROI",0.543985327497791
"R_V1_ROI","R_PEF_ROI",0.358629697100954
"R_V1_ROI","R_55b_ROI",0.35508937366978
"R_V1_ROI","R_V3A_ROI",0.419223683844059
"R_V1_ROI","R_RSC_ROI",0.132509476634106
"R_V1_ROI","R_POS2_ROI",0.00513263161301785
"R_V1_ROI","R_V7_ROI",0.142541187982416
"R_V1_ROI","R_IPS1_ROI",0.424475521397672
"R_V1_ROI","R_FFC_ROI",0.490683258982934
"R_V1_ROI","R_V3B_ROI",0.446900334150062
"R_V1_ROI","R_LO1_ROI",0.394275020365619
"R_V1_ROI","R_LO2_ROI",0.488444463741823
"R_V1_ROI","R_PIT_ROI",0.368526462529356
"R_V1_ROI","R_MT_ROI",0.184700635866239
"R_V1_ROI","R_A1_ROI",0.364546795317834
"R_V1_ROI","R_PSL_ROI",0.232455629990271
"R_V1_ROI","R_SFL_ROI",0.169455426130723
"R_V1_ROI","R_PCV_ROI",0.500348999468153
"R_V1_ROI","R_STV_ROI",0.258377458696577
"R_V1_ROI","R_7Pm_ROI",0.142805495187288
"R_V1_ROI","R_7m_ROI",0.508509725532637
"R_V1_ROI","R_POS1_ROI",0.246751406163063
"R_V1_ROI","R_23d_ROI",0.303802015404173
"R_V1_ROI","R_v23ab_ROI",0.0940983886149982
"R_V1_ROI","R_d23ab_ROI",0.163252076651937
"R_V1_ROI","R_31pv_ROI",0.13651135319543
"R_V1_ROI","R_5m_ROI",0.528810581217424
"R_V1_ROI","R_5mv_ROI",0.248725995053666
"R_V1_ROI","R_23c_ROI",0.378794836574105
"R_V1_ROI","R_5L_ROI",0.397575411144798
"R_V1_ROI","R_24dd_ROI",0.352754912261071
"R_V1_ROI","R_24dv_ROI",0.435005015380321
"R_V1_ROI","R_7AL_ROI",0.352313802591591
"R_V1_ROI","R_SCEF_ROI",0.387504178733321
"R_V1_ROI","R_6ma_ROI",0.425004736847105
"R_V1_ROI","R_7Am_ROI",0.443184800289353
"R_V1_ROI","R_7PL_ROI",0.19333738367048
"R_V1_ROI","R_7PC_ROI",0.37906559135937
"R_V1_ROI","R_LIPv_ROI",0.150580316611581
"R_V1_ROI","R_VIP_ROI",0.138342189227054
"R_V1_ROI","R_MIP_ROI",0.33253771140053
"R_V1_ROI","R_1_ROI",0.436163892714012
"R_V1_ROI","R_2_ROI",0.126009046408758
"R_V1_ROI","R_3a_ROI",0.321099695128943
"R_V1_ROI","R_6d_ROI",0.366957032429149
"R_V1_ROI","R_6mp_ROI",0.0969737474117878
"R_V1_ROI","R_6v_ROI",0.324851079610794
"R_V1_ROI","R_p24pr_ROI",0.0645723901523345
"R_V1_ROI","R_33pr_ROI",0.00622215140691541
"R_V1_ROI","R_a24pr_ROI",0.174241489577568
"R_V1_ROI","R_p32pr_ROI",0.512944806874121
"R_V1_ROI","R_a24_ROI",0.413929983933879
"R_V1_ROI","R_d32_ROI",0.497512916370191
"R_V1_ROI","R_8BM_ROI",0.318394511069223
"R_V1_ROI","R_p32_ROI",0.478178719950423
"R_V1_ROI","R_10r_ROI",0.410086524876119
"R_V1_ROI","R_47m_ROI",0.6126026131874
"R_V1_ROI","R_8Av_ROI",0.441433331503634
"R_V1_ROI","R_8Ad_ROI",0.476028504221903
