"V1","V2","Stability"
"R_V1_ROI","R_MST_ROI",0.182195556307995
"R_V1_ROI","R_V6_ROI",-0.0777026816054096
"R_V1_ROI","R_V2_ROI",0.16512692609503
"R_V1_ROI","R_V3_ROI",0.352212665270131
"R_V1_ROI","R_V4_ROI",0.329009903195339
"R_V1_ROI","R_V8_ROI",0.399652606980517
"R_V1_ROI","R_4_ROI",0.276372407807603
"R_V1_ROI","R_3b_ROI",0.441944300548018
"R_V1_ROI","R_FEF_ROI",0.319931219717723
"R_V1_ROI","R_PEF_ROI",0.0386135947099028
"R_V1_ROI","R_55b_ROI",0.367122404951415
"R_V1_ROI","R_V3A_ROI",0.266549514430237
"R_V1_ROI","R_RSC_ROI",0.366059159108162
"R_V1_ROI","R_POS2_ROI",0.131310892690786
"R_V1_ROI","R_V7_ROI",0.328216877374734
"R_V1_ROI","R_IPS1_ROI",0.24865858060429
"R_V1_ROI","R_FFC_ROI",0.203126982231719
"R_V1_ROI","R_V3B_ROI",0.0482018373613646
"R_V1_ROI","R_LO1_ROI",0.255855195995425
"R_V1_ROI","R_LO2_ROI",0.28465948229011
"R_V1_ROI","R_PIT_ROI",0.381121613816485
"R_V1_ROI","R_MT_ROI",0.305137675750704
"R_V1_ROI","R_A1_ROI",-0.0466796214202013
"R_V1_ROI","R_PSL_ROI",0.135979100633088
"R_V1_ROI","R_SFL_ROI",0.180022401972201
"R_V1_ROI","R_PCV_ROI",0.148090389978719
"R_V1_ROI","R_STV_ROI",0.277553487152583
"R_V1_ROI","R_7Pm_ROI",0.298763107453667
"R_V1_ROI","R_7m_ROI",0.510014541314263
"R_V1_ROI","R_POS1_ROI",0.389894091680401
"R_V1_ROI","R_23d_ROI",0.25370156297838
"R_V1_ROI","R_v23ab_ROI",0.430297058777198
"R_V1_ROI","R_d23ab_ROI",0.0570892337325331
"R_V1_ROI","R_31pv_ROI",0.432114948696038
"R_V1_ROI","R_5m_ROI",0.189709427037217
"R_V1_ROI","R_5mv_ROI",0.235717900910557
"R_V1_ROI","R_23c_ROI",0.491391699698593
"R_V1_ROI","R_5L_ROI",0.229423722085551
"R_V1_ROI","R_24dd_ROI",0.0963243446248252
"R_V1_ROI","R_24dv_ROI",0.214400052445647
"R_V1_ROI","R_7AL_ROI",0.254354702227792
"R_V1_ROI","R_SCEF_ROI",0.191365947079458
"R_V1_ROI","R_6ma_ROI",0.247891262274025
"R_V1_ROI","R_7Am_ROI",0.6162433938769
"R_V1_ROI","R_7PL_ROI",0.134197333357429
"R_V1_ROI","R_7PC_ROI",0.304634039957811
"R_V1_ROI","R_LIPv_ROI",0.233003808344483
"R_V1_ROI","R_VIP_ROI",0.134186314563754
"R_V1_ROI","R_MIP_ROI",0.224438398194044
"R_V1_ROI","R_1_ROI",0.401717362780296
"R_V1_ROI","R_2_ROI",0.368536531062443
"R_V1_ROI","R_3a_ROI",0.21826363973611
"R_V1_ROI","R_6d_ROI",0.249023344366831
"R_V1_ROI","R_6mp_ROI",0.27100449235416
"R_V1_ROI","R_6v_ROI",0.388242192287203
"R_V1_ROI","R_p24pr_ROI",-0.000605047518070797
"R_V1_ROI","R_33pr_ROI",0.344636701331385
"R_V1_ROI","R_a24pr_ROI",0.228353318692208
"R_V1_ROI","R_p32pr_ROI",0.327559871528252
"R_V1_ROI","R_a24_ROI",0.454830517980172
"R_V1_ROI","R_d32_ROI",0.379998054074173
"R_V1_ROI","R_8BM_ROI",0.516026595695252
"R_V1_ROI","R_p32_ROI",0.161651403921321
"R_V1_ROI","R_10r_ROI",0.421407302945457
"R_V1_ROI","R_47m_ROI",0.148277720761107
"R_V1_ROI","R_8Av_ROI",0.148999142953505
"R_V1_ROI","R_8Ad_ROI",0.385036740987103
"R_V1_ROI","R_9m_ROI",0.0877529913919849
"R_V1_ROI","R_8BL_ROI",0.349905388995152
"R_V1_ROI","R_9p_ROI",0.378043646985829
"R_V1_ROI","R_10d_ROI",0.372661691670645
"R_V1_ROI","R_8C_ROI",0.214042953027596
"R_V1_ROI","R_44_ROI",0.172630329452918
"R_V1_ROI","R_45_ROI",0.426819221946577
"R_V1_ROI","R_47l_ROI",0.365909210286571
"R_V1_ROI","R_a47r_ROI",0.326459592979222
"R_V1_ROI","R_6r_ROI",0.250074457558993
"R_V1_ROI","R_IFJa_ROI",0.421584702838302
"R_V1_ROI","R_IFJp_ROI",0.577307023396209
"R_V1_ROI","R_IFSp_ROI",0.0695436073524964
"R_V1_ROI","R_IFSa_ROI",-0.00147488258209123
"R_V1_ROI","R_p9-46v_ROI",0.432698178509732
"R_V1_ROI","R_46_ROI",0.42429304587537
"R_V1_ROI","R_a9-46v_ROI",0.398986879765618
"R_V1_ROI","R_9-46d_ROI",0.371401931271373
"R_V1_ROI","R_9a_ROI",0.422105050942273
"R_V1_ROI","R_10v_ROI",0.375610732449169
"R_V1_ROI","R_a10p_ROI",0.150499386111108
"R_V1_ROI","R_10pp_ROI",0.360174539223254
"R_V1_ROI","R_11l_ROI",0.38316959175436
"R_V1_ROI","R_13l_ROI",0.380679547913837
"R_V1_ROI","R_OFC_ROI",0.348321046797825
"R_V1_ROI","R_47s_ROI",0.0194560203214193
"R_V1_ROI","R_LIPd_ROI",0.0470054759324656
"R_V1_ROI","R_6a_ROI",0.269351532164354
"R_V1_ROI","R_i6-8_ROI",0.5726400715365
"R_V1_ROI","R_s6-8_ROI",0.335623430215562
"R_V1_ROI","R_43_ROI",0.0666581330254272
"R_V1_ROI","R_OP4_ROI",0.0103379756478258
"R_V1_ROI","R_OP1_ROI",0.36129643570291
"R_V1_ROI","R_OP2-3_ROI",0.309780071009301
"R_V1_ROI","R_52_ROI",0.32843044754805
"R_V1_ROI","R_RI_ROI",0.141688413643451
"R_V1_ROI","R_PFcm_ROI",0.428314654076878
"R_V1_ROI","R_PoI2_ROI",0.461576343824995
"R_V1_ROI","R_TA2_ROI",0.169500004546252
"R_V1_ROI","R_FOP4_ROI",0.0636889051392076
"R_V1_ROI","R_MI_ROI",0.15431318342586
"R_V1_ROI","R_Pir_ROI",0.217947475080404
"R_V1_ROI","R_AVI_ROI",0.425327086935321
"R_V1_ROI","R_AAIC_ROI",0.364282275925084
"R_V1_ROI","R_FOP1_ROI",0.276890988903402
"R_V1_ROI","R_FOP3_ROI",0.199667328981342
"R_V1_ROI","R_FOP2_ROI",0.12172984159927
"R_V1_ROI","R_PFt_ROI",0.413211308385933
"R_V1_ROI","R_AIP_ROI",0.468394891933178
"R_V1_ROI","R_EC_ROI",0.434668735097194
"R_V1_ROI","R_PreS_ROI",0.588319243917362
"R_V1_ROI","R_H_ROI",0.327224500017487
"R_V1_ROI","R_ProS_ROI",0.50485191256923
"R_V1_ROI","R_PeEc_ROI",0.380686479087172
"R_V1_ROI","R_STGa_ROI",0.504988446817958
"R_V1_ROI","R_PBelt_ROI",0.362958088021217
"R_V1_ROI","R_A5_ROI",0.619120382934512
"R_V1_ROI","R_PHA1_ROI",0.464982439987295
"R_V1_ROI","R_PHA3_ROI",0.0856805558813778
"R_V1_ROI","R_STSda_ROI",0.0926365004984442
"R_V1_ROI","R_STSdp_ROI",0.0493907247342173
"R_V1_ROI","R_STSvp_ROI",0.166796780826286
"R_V1_ROI","R_TGd_ROI",0.250003458614202
"R_V1_ROI","R_TE1a_ROI",0.551470937520591
"R_V1_ROI","R_TE1p_ROI",0.431702805313977
"R_V1_ROI","R_TE2a_ROI",0.0760785677263816
"R_V1_ROI","R_TF_ROI",0.430039694870109
"R_V1_ROI","R_TE2p_ROI",0.168838869305274
"R_V1_ROI","R_PHT_ROI",0.111844352001885
"R_V1_ROI","R_PH_ROI",0.504406599558569
"R_V1_ROI","R_TPOJ1_ROI",0.376168797522303
"R_V1_ROI","R_TPOJ2_ROI",0.185215805450229
"R_V1_ROI","R_TPOJ3_ROI",0.171428571428571
"R_V1_ROI","R_DVT_ROI",0.199304098961442
"R_V1_ROI","R_PGp_ROI",0.47867134347146
"R_V1_ROI","R_IP2_ROI",0.204986423456434
"R_V1_ROI","R_IP1_ROI",0.386963333872512
"R_V1_ROI","R_IP0_ROI",0.306099274123125
"R_V1_ROI","R_PFop_ROI",0.306739303481738
"R_V1_ROI","R_PF_ROI",0.577949044424497
"R_V1_ROI","R_PFm_ROI",0.134753576697394
"R_V1_ROI","R_PGi_ROI",0.414432638474369
"R_V1_ROI","R_PGs_ROI",0.290355807217565
"R_V1_ROI","R_V6A_ROI",0.302318295488132
